key|display_title|description
http://purl.org/au-research/grants/nhmrc/2044007|Artificial Intelligence in Medical Imaging: Ensuring sustainable implementation|The acute shortage of radiologists within the Queensland public health system, has produced an urgent need for a refinement to their role, to increase the speed and accuracy of their diagnoses. The use of Artificial Intelligence (AI) to assist radiologists with their diagnoses of medical images has proven to be viable and highly advantageous. This project trials the first implementation of an AI medical imaging diagnostic system within a Queensland public healthcare service.
http://purl.org/au-research/grants/nhmrc/2043995|The Communicate Study Partnership: supporting culturally safe healthcare across the Northern Territory|The goal of the Communicate Study Partnership is to improve cultural safety in healthcare for First Nations peoples. In partnership with NT Health, other government services and community organisations, the program has transformed healthcare delivery through cultural safety training and improved interpreter access. A new collaborative health systems grant will expand efforts in five areas, addressing ongoing demand for culturally safe care, workforce training, and improved patient experience.
http://purl.org/au-research/grants/nhmrc/2043973|Enhancing Acute Coronary Syndrome (ACS) Clinical Pathway Use in Emergency Departments|When patients present to emergency departments with a suspected heart attack (acute coronary syndrome (ACS)), administering the right interventions quickly is vital. Clinical pathways guide clinicians on what to do and are considered best-practice, however, ACS Pathway use is known to be low. This study aims to understand why this is and what can be done to improve its use to support appropriate and timely healthcare for ACS patients, with a focus on the unique characteristics of rural services.
http://purl.org/au-research/grants/nhmrc/2044028|Translating clinical evidence to improved outcomes for people with substance use disorders|Substance use disorders have a major impact on the health of Australians, particularly in the most productive period of life. Some interventions that clearly make a difference are not widely implemented. This project will expand effective treatment for hepatitis C, will expand the naloxone program to prevent overdose, improve treatment for alcohol related liver disease, work to reduce length of hospital stay for treatment of withdrawal, and keep people in opioid treatment after leaving custody.
http://purl.org/au-research/grants/nhmrc/2043780|A Phase III, International, Multicentre, Randomised Controlled Trial of Selective Index Lymph Node Resection versus Therapeutic Lymph Node Dissection after Neoadjuvant Immunotherapy for Stage IIIB-D Melanoma (MSLT-3)|Immunotherapy before surgery has been established as best practice in stage III melanoma. The surgery is extensive, with frequent complications, significantly impacting quality of life (QoL), at high costs to patients & society. The goal of the trial is to demonstrate that the smaller surgery leads to a similar relapse-free survival, while reducing complications, costs & improving QoL. We aim to provide a less invasive treatment option for patients without compromising their outcomes.
http://purl.org/au-research/grants/nhmrc/2043854|Simple oral immunotherapy versus standard intravenous chemotherapy for Kaposi sarcoma in resource-limited settings: the IMPALA-KS randomised trial of pomalidomide versus liposomal doxorubicin in advanced Kaposi sarcoma|Kaposi sarcoma (KS) is a common deadly cancer in sub-Saharan Africa. Up to half of people with KS in Africa die within a year, and many survivors are left with long term disability. In rich countries, chemotherapy is used as effective treatment. However, in Africa this too complex and costly. My work showed that a simple oral immune therapy is an effective treatment of Kaposi sarcoma, and it is now used in rich countries. We will compare this new oral therapy to standard chemotherapy in Africa.
http://purl.org/au-research/grants/nhmrc/2043828|Using placental transcriptomics for molecular detection and improved outcomes in autism|We have followed 85% of 1074 babies in the Barwon Infant Study to 9 years, and more than 7% have been diagnosed with autism spectrum disorder (autism). Gene expression in placental samples of children diagnosed with autism is strikingly different. We now propose a program of research to create knowledge about how modifiable factors during pregnancy, such as exposure to plastic pollutants and diet, impact the risk of autism via placental function.
http://purl.org/au-research/grants/nhmrc/2044289|Rehabilitation with embedded mental health and diabetes services to address multiple long-term conditions among people with tuberculosis (RESTORE)|The RESTORE project aims to reduce the impact of multiple-long-term conditions (MLTCs) on the long-term health and wellbeing of people with TB in Zimbabwe, by integrating a range of treatments for MTLCs within their 6-month TB treatment period. Usual TB care (control) will be compared to integrated MLTC/TB care (intervention) to assess whether i)the intervention improves the lives and health of people recovering from TB and ii)implementing integrated care is feasible, acceptable and scalable.
http://purl.org/au-research/grants/nhmrc/2044217|Implementation and evaluation of a novel Codesigned Integrated Multimorbidity Management by Community Health Workers (CIMM-CHW) in eastern Nepal- Type II hybrid implementation trial|Our novel co-designed community health worker (CHW) model of care will improve the health and well-being of multimorbidity people from disadvantaged communities in Nepal. The model will enhance the capacity of CHWs to improve patient and family health literacy and confidence for self-management practices and assist with coordination, and referral within primary healthcare. The lessons will inform multimorbidity management policy and practice in Nepal and similar contexts.
http://purl.org/au-research/grants/nhmrc/2044237|Optimising mobility for older adults with multiple chronic conditions in Brazil: implementation of a co-designed evidence-based digital solution|The applicants collaboratively developed an intervention that improved mobility (i.e., the ability to stand and walk) and prevented falls in people with multiple chronic conditions in Australia. They now plan to collaboratively adapt (i.e., co-design) this program with input from diverse stakeholders, including public health managers, and implement and evaluate it among older people in Brazil with multiple long-term conditions. The program could reach many people with diverse backgrounds.
http://purl.org/au-research/grants/nhmrc/2044252|HEAL-PNG Hybrid Effectiveness, feasibility and Acceptability for Long-term conditions in PNG: a hybrid type II effectiveness-implementation stepped-wedge randomised controlled trial|Non-communicable diseases such as diabetes and heart disease are a major cause of death in Papua New Guinea. We will undertake a study in 2 provinces in Papua New Guinea to assess whether integrating diabetes, heart disease and chronic lung disease care into HIV and TB programs improves care. We will also assess whether the intervention provides value for money. Finally, we will build capacity for non-communicable disease care and research in PNG.
http://purl.org/au-research/grants/nhmrc/2046125|Monash Partners|"Monash Partners, an accredited NHMRC Australian Health Research Alliance member, is recognised for excellence and collaboration in health and medical research, research translation, research-infused education and training, and outstanding healthcare. This grant will enable Monash Partners continue to CONNECT | SUPPORT | IMPACT health services and systems through engaging consumers and community, workforce capacity building, responding to health service priorities in data and transitions in care."
http://purl.org/au-research/grants/nhmrc/2046126|NHMRC 2025-26 Supporting RTC_SPHERE|SPHERE will build workforce capacity through a refreshed Launchpad Clinician Researcher Fellowship scheme. This initiative continues our ongoing commitment to build capacity among early- to mid-career health professionals. We will also run the RIPE for Translation grant program across partners to improve health outcomes in priority populations.
http://purl.org/au-research/grants/nhmrc/2044807|Revolutionising Prehospital Stroke Care: Imaging, Connectivity and World’s First Air Stroke Ambulance|The Australian Stroke Alliance (ASA) is addressing the unmet need of urgent stroke treatment in regional and remote Australia by reshaping prehospital care. In partnership with technology company Micro-X Ltd, the ASA have developed a lightweight brain scanner to detect stroke. We will undertake a world-first study using these brain scanners in air ambulances in remote Australia. This innovation has the potential to transform prehospital stroke care delivery on a national and global scale.
http://purl.org/au-research/grants/nhmrc/2044640|Transforming the delivery of acute cardiac care: Getting the right patient, the right care, at the right time and place|Managing cardiac patients is increasingly complex. We have shown that a delay in ambulance offloading at hospital raises the risk of death and reattendance. With &gt;1 million ambulance calls in Victoria each year, all cardiac patients are taken to hospital regardless of risk which is costly. We're partnering with health services, government and consumers to introduce risk stratification and virtual care, allowing low-risk cardiac patients to stay at home, reducing transports to hospital and costs.
http://purl.org/au-research/grants/nhmrc/2044573|Developing evidence for the implementation of effective Food Voucher InitiaTives in AustraLia (FOOD VITAL)|Australia has a growing food insecurity problem with major implications for access to healthy diets. Our proposal brings together community partners to evaluate novel food voucher programs implemented to support people experiencing food insecurity. This research will bridge key knowledge and practice gaps to establish the impacts, benefits and challenges of these food voucher programs, and inform a universal understanding of program acceptability and scalability in Australia.
http://purl.org/au-research/grants/nhmrc/2044727|A community based participatory research approach to strengthening social and emotional development from early childhood to young adulthood.|The Comprehensive Monitoring System (CMS) was co-designed with communities to support place-based data collection from early childhood to young adulthood. The CMS has been shown to help communities make place-based decisions about where and with whom to place often limited mental health promotion resources. This partnership project extends CMS testing to larger and more complex areas, empowering communities with their own data to drive social change.
http://purl.org/au-research/grants/nhmrc/2044775|Developing an evidence-based clinical pathway for reducing coronary artery disease risks related to per- and polyfluoroalkyl substances (PFAS) in firefighters and communities with high exposure levels|"This research aims to reduce heart disease risk linked to ""forever chemicals"" called PFAS, found in the environment and in people, especially firefighters and communities with high exposure. By studying heart scans and blood data from 4,000 Australians, we will develop screening and treatment options, including testing the effect of blood reduction strategies on heart health. The project will help set guidelines for testing, managing, and treating PFAS exposure."
http://purl.org/au-research/grants/nhmrc/2044582|PRESTIGE: Preoperative Rehabilitation Evaluation and Surgical Treatment Intervention for Enhanced Recovery|Spinal surgery costs Australians almost $1.8 billion/year and does not always result in the benefits people hoped for. We will test new ways to enhance and optimise the surgical pathway to improve function after surgery and reduce hospital stay. We will conduct a large study to test which modernised way to deliver healthcare is more cost-effective.
http://purl.org/au-research/grants/nhmrc/2044530|Innovative digital solution to optimise STI/HIV management in general practice|Sexually transmissible infections (STIs) are rising in Australia and cause serious complications like infertility and infant death. Most people visit a general practice doctor each year. But doctors may not talk about sexual health care if a patient visits for a different reason. This research will develop a digital tool to remind doctors to talk to patients about STI or HIV and link them to the best information. It will find out if doctors like the tool and if it improves STI or HIV care.
http://purl.org/au-research/grants/nhmrc/2044568|Helping Those Who Help: A co-created lifestyle intervention for health professionals to maximise retention and performance.|This project aims to improve the health and wellbeing of health professionals in Springfield, Queensland. We will design and test an interventions that helps health professionals optimise their diet and physical activity, as well as other lifestyle behaviours deemed important to local health professionals. The results will inform future strategies for creating healthier workplaces and communities, benefiting healthcare professionals and the wider population.
http://purl.org/au-research/grants/nhmrc/2044771|Evaluating health economic and equity consequences of government regulations of e-cigarette use (E4 study)|In 2024, laws in Australia were passed so that the manufacture, supply and sales of e-cigarettes for recreational use is now prohibited. Vapes can only be purchased from pharmacies for smoking cessation. This study will evaluate the health, economic and equity impacts of the new e-cigarette reforms. We will work with our partners to construct and implement a detailed mathematical e-cigarette policy model for Australia and assess both the short term (5 year) and long term (30 year) outcomes.
http://purl.org/au-research/grants/nhmrc/2041952|Advancing ocular genomics to propel breakthrough treatments for blindness|Inherited retinal diseases (IRD) cause gradual blindness from a young age. An accurate genetic diagnosis is vital for accessing and developing new IRD treatments. My program uses new genetic technologies to improve the diagnosis of IRDs and understand what factors affect disease presentation. I will also evaluate the value of genetics in managing IRDs. Together, my program will advance the diagnosis and treatment of early-onset blindness and pave the way for genetic medicine in eye care.
http://purl.org/au-research/grants/nhmrc/2042161|Going the last mile to end HIV transmission in Australia: ensuring no one is left behind|Eliminating HIV transmission is possible with effective methods like treatment as prevention (TasP) and pre-exposure prophylaxis (PrEP). However, disparities remain, with new infections decreasing among Australian-born men who have sex with men, but not among overseas-born men. My research uses community input to create and evaluate HIV prevention solutions, helping to shape policy and ensure no one is left behind as Australia aims to be the first in the world to eliminate HIV transmission.
http://purl.org/au-research/grants/nhmrc/2042003|Addressing the critical questions in chronic pain|Many Australians suffer from chronic pain, but we don't know how to match patients with the right treatments. This program of research will address the major barriers that impede progress. Across three integrated streams this program will develop methods to improve how we understand and measure pain; develop technologies to assess, guide and support treatment; and design and deploy a game-changing clinical trial to simultaneously test and refine how treatments are matched to patients.
http://purl.org/au-research/grants/nhmrc/2042103|Targeting metastasis to trigger immunogenic cell death|There is currently no cure for cancer metastasis, where cancer spreads throughout the body, which is responsible for &gt;80% of all cancer deaths. My research program aims to build new knowledge to identify those cancers prone to spreading and a new drug to target metastasis. This work is expected to inform development of an anti-metastatic drug which would improve prognostic and diagnostic knowledge, patient survival and health outcomes.
http://purl.org/au-research/grants/nhmrc/2042090|Exploring Cell Death Signaling for Drug Target Discovery|Our bodies use programmed cell death to kill cells that are dangerous or superfluous. The pathways that control cell death are exciting targets for drug discovery, for example to kill cells that cause cancer, or to keep cells alive in heart attack or stroke. Our studies of the molecular components of the cell death machinery will reveal new strategies for developing novel therapeutics to manipulate dysfunctional cell death in disease settings.
http://purl.org/au-research/grants/nhmrc/2042144|Enhancing tissue-resident memory T cell immunity through the microbiota|The microbiome, a group of microorganisms in our bodies, helps train immune cells and influences how we fight cancer. This research uses a mouse model that mirrors human exposure to microbes to study how the microbiome affects tissue-resident memory T cells (TRM), an immune population that protects organs like the gut from infections and cancer, with the goal of finding new ways to boost the immune system and improve cancer treatment.
http://purl.org/au-research/grants/nhmrc/2042095|Accelerating Global Vaccine Policy: Leveraging Regional Networks to Address Vaccine Research Gaps|My research focuses on informing immunisation policy locally and globally. I will fill evidence gaps through clinical trials and observational studies, in collaboration with regional leaders: 1. Assessing if two doses of pneumococcal vaccine are as effective as three. 2. Studying long-term protection from a single HPV vaccine dose. 3. Evaluating meningococcal vaccine's effect on gonorrhoea. 4. Identifying COVID-19 vaccine needs in children. 5. Preparing for a maternal Group B Strep vaccine.
http://purl.org/au-research/grants/nhmrc/2042013|Extracellular vesicles as a new paradigm of cardiovascular therapeutics|Cardiovascular disease is the leading cause of death worldwide. There is an urgent need for new therapies that can target multiple disease-causing pathways, while reducing side effects. My research program aims to develop a pipeline for novel biotherapeutics (extracellular vesicles) to treat cardiovascular disease. This work is expected to alter the trajectory of cardiovascular disease, improve patient outcomes, and prolong healthy life.
http://purl.org/au-research/grants/nhmrc/2042061|‘Nothing about us without us’– boosting diversity in the health and medical research workforce to progress action on health equity|Inequalities in health remain stark within high income countries such as Australia. To reverse this trajectory, greater involvement in health and medical research from those who experience these inequalities is required. In this Investigator Grant I will focus on a neglected aspect of diversity within health and medical research activity – the research workforce itself. The outcomes will improve equity, within the health and medical research workforce and, over time, in health outcomes.
http://purl.org/au-research/grants/nhmrc/2042139|Cancer control through applied epidemiology|This grant will fund research across two programs: (1) Balancing the harms and benefits of sun exposure; and (2) Reducing pancreatic cancer mortality. Program 1 focuses on enhancing evidence-based advice that will enable Australians to make informed decisions about how to avoid the harms of sun exposure while gaining the benefits. Program 2 will use a large-scale data platform to inform strategies to diagnose pancreatic cancer earlier and ensure equitable access to high-quality care.
http://purl.org/au-research/grants/nhmrc/2042486|Understanding the clinical presentation of Aboriginal and Torres Strait Islanders with Parkinson’s disease in Australia|It is not known how Parkinson’s disease (PD) affect Aboriginal people. Thus, in this program, I will 1) explore the best ways to engage with Aboriginal people with PD and enhance their experience through research; 2) investigate the progression of motor and non-motor PD symptoms among Aboriginal people; 3) test the effectiveness of a physical activity program on mobility and to reduce the PD burden among Aboriginal people.
http://purl.org/au-research/grants/nhmrc/2042569|Addressing the gaps in knowledge, policy, and guidelines on menstrual and gynaecological conditions and their consequences across life|Disruptive menstrual symptoms, such as heavy menstrual bleeding and severe menstrual pain, are common conditions that place a heavy social, physical, and mental toll on many Australians. Lack of knowledge on menstrual and gynaecological conditions and their consequences is a barrier in current healthcare. My research will reveal the evidence needed to improve health policy and guidelines for better diagnosis and management of these conditions and improve health and wellbeing across life.
http://purl.org/au-research/grants/nhmrc/2042481|Developing muscle-strengthening activity competency in youth: Supporting community health through enhancing knowledge, skills, and behaviour|Muscle strengthening activity (MSA) positively impacts physical and psychological health, yet youth participation is limited. Sport offers a unique setting to target youth activity behaviour, as well as influence knowledge and understanding of MSA. However, few sports provide evidence-based MSA information to end-users. My program of research aims to support healthy communities through the generation of new evidence to inform MSA knowledge, skills and competency within grassroots sport.
http://purl.org/au-research/grants/nhmrc/2042482|Improving care for chronic pain: implementing effective treatments and reducing medicine-related harms|The program will generate transformative knowledge on how to better manage chronic pain, a condition affecting 20% of all Australians. The program aims to improve access to effective and safe treatments, and to reduce medicine-related harms. The work will involve an intersectoral team of clinicians, patients, industry and consumer partners. It will lead to highly significant findings that will influence policy and practice globally.
http://purl.org/au-research/grants/nhmrc/2042563|Tunapri Ngini, Tunapri Rrala (Old Knowledge, Strong Knowledge) – a research program to Protect and Respect First Peoples’ Cultural Medicine knowledges|This First Peoples led research program is focused on First Peoples' Cultural Medicines (also called bush medicine) across two key areas: 1) embedding Cultural Medicines into Australian health policies to improve cultural safety, health and wellbeing, and 2) protect Cultural Medicine knowledge through research that informs the regulation of Cultural Medicines and intellectual property legislation, to realise the economic self-determination of First Peoples and their communities.
http://purl.org/au-research/grants/nhmrc/2042554|Innovative Approaches to Optimising Existing and New Antimalarial Therapies|Malaria is a major global health problem, causing over 240 million cases and 600,000 deaths annually. The global malaria burden is rising, exacerbated by drug resistance and inadequate treatments. My research program will investigate safe and effective antimalarial treatments for falciparum and vivax malaria, inform the dosing regimens of new antimalarials, build research capacity and foster new leaders in the cross-disciplinary field of biostatistics and applied mathematics.
http://purl.org/au-research/grants/nhmrc/2042450|Strengths-based approaches: Responding to older Aboriginal and Torres Strait Islander adults’ needs for aged care services|The number of older Aboriginal and Torres Strait Islander (First Nations) peoples is growing, and home-based aged care services may not meet their needs because they focus on problems and not a person’s strengths. First Nations researchers and Elders have shown we must work with people’s strengths to solve health and ageing challenges. This project will show how older First Nations people’s strengths can be built on to ensure that aged care services meet their needs and support healthy ageing.
http://purl.org/au-research/grants/nhmrc/2042468|Using the 3D genome to predict and treat leukaemia|Leukaemia is the most common cancer in children and, despite high cure rates, is a leading cause of childhood mortality in Australia. The disease is caused by mutations in DNA, however the factors that influence when and where within the genome these mutations occur are poorly understood. In this project, I aim to reveal how the genome is organized in three dimensions and explore how disorganization of this intricate DNA network may influence DNA mutations and thus the development of leukaemia.
http://purl.org/au-research/grants/nhmrc/2042524|Gene engineering approaches to enhance the efficacy of adoptive cellular therapy of cancer|This project will enhance the effectiveness of a type of immune based therapy where a patient’s own immune cells are genetically engineered to recognise and kill cancer cells. One key advance will be the application of advanced cellular engineering methodologies to improve existing gene therapies. If successful, the developed technologies could be rapidly applied to patients afflicted by a range of cancers including multiple myeloma, sarcoma and lung cancer.
http://purl.org/au-research/grants/nhmrc/2043055|Artificial intelligence-enabled quantitative atherosclerosis imaging by computed tomography to guide personalised management of coronary artery disease: a randomised clinical trial|Coronary heart disease (CHD) occurs due to fatty plaque build-up in the coronary arteries, and the risk of heart attack or death increases in proportion to the amount of plaque. CT scans are a low-radiation test routinely used to assess for CHD. I aim to apply a rapid and accurate artificial intelligence (AI)-powered solution for measuring the total amount of coronary plaque on CT scans in a randomised clinical trial, where it will guide personalised testing and treatment of patients with CHD.
http://purl.org/au-research/grants/nhmrc/2043056|Leveraging data-driven computational platforms to accelerate the effective prevention, treatment and surveillance of viral infectious diseases|Viruses pose constant threats to human health. Based on our pioneering studies, cutting-edge engineering technologies for processing large and complex biological data sets, this project will leverage Big Data and AI methods to define platforms that accelerate discovery of effective vaccines and therapeutics, and for enhancing surveillance of viral infectious diseases. This highly multidisciplinary work will involve collaboration with virology, immunology, and public health experts.
http://purl.org/au-research/grants/nhmrc/2043044|Innovations in anaemia research: from trials to translation|Anaemia is one of the most common health conditions globally. I lead the world's foremost anaemia research program aiming to reduce the anaemia burden especially in low income countries. I will undertake large trials of innovative anaemia solutions for adolescent girls and pregnant women in low income countries and apply cutting-edge lab techniques to make biologic discoveries on the impacts of iron on health. My findings will support global health, via synthesis of WHO policies and guidelines.
http://purl.org/au-research/grants/nhmrc/2043072|Improving the quality of evidence in nutrition during recovery from critical illness|Globally, an estimated 45 million people become critically ill each year. Survival is common; however, quality of survival is a defining challenge. My program is investigating the crucial role of nutrition in patient recovery. I will target consumer prioritised evidence gaps, define preferred outcomes and use novel research design to enhance the quality of recovery for survivors of critical illness using nutrition interventions.
http://purl.org/au-research/grants/nhmrc/2043075|'We don’t get paid to keep people healthy’: Optimising Indigenous Patient-Centred Care through Coordinated and Comprehensive Health Management and Decision-making|Value Based Care (VBC) promises a significant leap in the quality of care, patient outcomes and system efficiencies that traditional models have struggled to achieve for Indigenous Australians. My research aims to develop, implement and evaluate a culturally aligned VBC model incorporating Patient Reported Outcome Measures in 3 chronic conditions and surgical specialities. My work is expected to improve patient health outcomes and satisfaction and reduce hospital admissions.
http://purl.org/au-research/grants/nhmrc/2043021|Antecedents and lifelong consequences of perinatal brain injuries|My research will focus on infants born very preterm (less than 32 weeks of gestation) and at term (greater than or equal to 37 weeks of gestation) who suffer brain injuries in the perinatal period. I will create tools from brain scans that can be used to discover the precise causes and consequences of perinatal brain injuries in these infants. This could help to improve the clinical management and health and development of these infants over their lifetimes.
http://purl.org/au-research/grants/nhmrc/2043057|Clearing roadblocks to therapeutically target kinases & pseudokinases for treating inflammatory diseases|Programmed cell death is essential for maintaining healthy biological processes. However, when dysregulated it can contribute to disease. My program of research focusses on RIPK3 and MLKL, the final effector proteins of a highly inflammatory form of cell death called necroptosis. I will characterise the structural transitions that these proteins undergo during the execution of cell death, rendering them highly attractive targets for development of new therapies to treat inflammatory diseases.
http://purl.org/au-research/grants/nhmrc/2043045|Understanding mechanisms of inflammation in long COVID|Long COVID is a multifaceted condition and represents a significant health concern. Correlations have been made in attempts to understand its causes, but molecular mechanisms remain unknown. This project will utilise my unique mouse models of COVID-19 for a detailed interrogation of long-term disease outcomes, focusing on understanding the role and regulation of chronic inflammation in long COVID. My model and discoveries will provide rationale and a platform for testing future therapies.
http://purl.org/au-research/grants/nhmrc/2043078|A temporary “bloodstream”: human oxygenating hydrogels for the treatment of brain injuries|Approximately 700,000 Australians suffer from brain injuries, and cell transplantation therapies are the only way to replace damaged tissue. This research develops a novel biomaterial technology specifically designed to overcome the lack of vascular networks supplying oxygen critically limiting cell survival and integration post-transplantation. The work of my program will address this challenge, providing a fundamental new treatment approach for those Australians living with brain injury.
http://purl.org/au-research/grants/nhmrc/2043314|Breaking the cycle: building knowledge and strengthening health care to address the intergenerational diabetes epidemic among Aboriginal and Torres Strait Islander peoples|Aboriginal and Torres Strait Islander communities are facing an intergenerational epidemic of diabetes and related chronic conditions. This collaborative research program will investigate early life risk factors for diabetes and related conditions, establish the burden of diabetes complications among Aboriginal people in the NT, and investigate new treatments and models of care to both prevent the development of diabetes and improve health outcomes for people living with diabetes.
http://purl.org/au-research/grants/nhmrc/2043294|Investigating post-transcriptional control of T cell immunity against infection and cancer|Specialised immune cells, called T cells, recognise and kill virus infected and tumour cells. Sometimes T cells fail, resulting in chronic infection and cancer. Proteins are the building blocks that determine a cell’s function. This proposal uses new cutting-edge technology to measure the thousands of proteins that make up a T cell. By comparing how proteins differ between successful and failed responses we will identify and test new ways to improve T cell defence against cancer and infection.
http://purl.org/au-research/grants/nhmrc/2043281|Harnessing protein allostery to accelerate drug discovery|Drug discovery research is plagued by high failure rates. Targeting allosteric sites on proteins offers a new approach to drug discovery. However, allosteric sites are more difficult to investigate because they can be located anywhere on a protein. This project aims to explore how different types of drug-like molecules interact with cell proteins to regulate their function. The outcomes of this research will inform future academic and industrial drug discovery programs.
http://purl.org/au-research/grants/nhmrc/2043334|Natural Killer T cells to treat Inflammatory Bowel Disease|Inflammatory bowel diseases are an emerging health burden which affects &gt;6.8 million people with no cure. In order to design effective therapeutic agents, it is important to understand how our gut microbiota interacts with the immune system. This research will provide a basic fundamental understanding of the link between one kind of immune cells called T cells and gut microbes to aid in treating inflammatory bowel diseases.
http://purl.org/au-research/grants/nhmrc/2043340|Advanced neuroimaging to improve the lives of infants at risk of brain injury or maldevelopment|My research program will develop urgently needed tools for identifying brain abnormalities on babies’ medical images. This will improve outcomes for babies at high risk of neurodevelopmental impairments by helping doctors improve diagnosis, and helping researchers evaluate new therapies. I will also use advanced image analyses to study brain abnormalities in at-risk fetuses, to harness brain plasticity at the earliest age possible, enabling very early interventions to improve patient outcomes.
http://purl.org/au-research/grants/nhmrc/2043305|Driving discovery with statistical and AI methods for spatial ‘omics and related data|New technologies make it possible to measure important features of cells, like the activity of genes, from slices of tissue. The potential for these technologies is enormous, but we need new computational tools to take full advantage. Here, we propose to develop new statistical and AI methods to address key data analysis challenges in the field and work with national and international colleagues to link genetics to the behaviour of cells in tissues in diseases like pulmonary fibrosis.
http://purl.org/au-research/grants/nhmrc/2043354|EQUiP-Australia: Co-designing an Equitable Model of Care for Musculoskeletal pain in Australia|Culturally and Linguistically Diverse (CALD) consumers suffer health care disparities in Australia. EQUIP-Australia will use a 3-staged process to co-design culturally tailored guideline-recommended pain education programs for and with CALD Australians with musculoskeletal pain and test them in general practices across Australia. Newly developed interventions will support 5 million CALD people’s pain care needs to understand and self-manage their pain.
http://purl.org/au-research/grants/nhmrc/2043344|Telomere biology in human health and disease|Telomeres are specialised structures at the ends of human chromosomes that function to regulate cellular proliferation. Loss of telomere integrity promotes aging, while telomere maintenance is a pre-requisite for cancer cell immortality. The project aims to elucidate the DNA damage and repair mechanisms that exist at telomeres in normal cells, during cellular aging, and in immortal cancer cells. The overarching aim is to improve health outcomes for cancer and age-associated diseases.
http://purl.org/au-research/grants/nhmrc/2043352|Molecular innovations to decode tauopathies at the nanoscale|Proteins are the backbone of the biological world. As we age, some proteins misfold and accumulate in the brain causing devastating diseases like Alzheimer’s Disease. The fine details of how and why this happens are unknown. I plan to develop molecules that will allow us to 1) detect the identity and 2) see the molecular-level details of the misfolded proteins to unravel some of these mysteries. This research could lead to better diagnostics and effective treatments for Alzheimer’s Disease.
http://purl.org/au-research/grants/nhmrc/2043704|Paediatric Post Sepsis Care: Enhancing Research Innovation and Health Outcomes through Partnerships and Translation.|Survivors of paediatric sepsis often develop new morbidities and deterioration in quality of life after sepsis, leading to a need for improved follow-up for children who survive sepsis and their families. Bereaved families also need ongoing support. This research will transform the way in which paediatric post-sepsis follow-up services are delivered by co-designing, developing and tailoring care plans, primary health clinician guidelines, and prioritising outcomes and reporting.
http://purl.org/au-research/grants/nhmrc/2040733|REBUILD: Reducing the Burden of Healthcare Associated Infection Using a Learning Health Systems Approach|1 in 10 people admitted to hospital develop an infection as a complication of their healthcare. These infections lead to significant patient suffering and unnecessary deaths. Current methods for infection prevention and control are complex, inefficient and costly. In partnership with Queensland Health services and patients, we will develop state-of-the-art systems and knowledge translation solutions that inform infection control programs and combat rising infection associated death rates.
http://purl.org/au-research/grants/nhmrc/2043753|BRIDGE - Building Rural medication safety through Interdisciplinary, Data-driven, clinical Governance focused on Equity|Medications can sometimes cause serious problems, like ending up in hospital or even death. People living in rural and deprived areas are more vulnerable to these problems. We aim to work with rural consumers and healthcare providers to develop a new computer support tool that will help health professionals find people who might be at risk because of their medicines. Then, doctors, nurses, and pharmacists can check these medications and make necessary changes to keep rural Australians safe.
http://purl.org/au-research/grants/nhmrc/2042403|SHIELD: Surveillance of Healthcare-associated Infections for Effective Local Data|Infections that develop in patients when they are receiving healthcare are called healthcare-associated infections (HAIs). They occur in about 10% of Australian patients and are responsible for serious illness and sometimes death. Continuous surveillance that measures all HAIs in a hospital is too time-consuming to do continuously, and therefore this study would count all HAIs in several Victorian hospitals at a particular time, providing important information about how best to prevent them.
http://purl.org/au-research/grants/nhmrc/2042799|Strengthening PLace-based health services research collaboration and capacity in Mparntwe (Alice Springs): an important strategy to close the gap in Health outcomes (SPLASH)!|SPLASH will increase research capability in Central Australia and produce health systems research tailored to the needs and experiences of local Aboriginal peoples which is essential for health and wellbeing. SPLASH tackles five key issues: improving hospital discharge, emergency department triage, and ICU patient experiences and outcomes and better understanding barriers to continuous glucose monitoring following kidney transplant and bleeding complications after tooth extraction.
http://purl.org/au-research/grants/nhmrc/2042767|Working to the TOP-of-Scope of Registered Nurses Practice to Enhance Community Access to Essential MEDicines (TOP-MED study)|This research, consists of five projects that aim to support implementation of practices that enable RN prescribing under certain conditions. Governments are introducing policies to enable this practice to improve medicine access across communities. We will partner with consumers, nurses, medical practitioners and governments to co-design an implementation model for RN prescribing in metropolitan and rural and remote health settings and, provide a preliminary economic evaluation of the model.
http://purl.org/au-research/grants/nhmrc/2043931|Boosting collaborative research translation for healthier north Queenslanders: the TAAHC Accelerator|This grant brings together health service partners and consumers across north Queensland to progress better care closer to home in diabetes, kidney care, rheumatic heart disease, dementia and babies with heart disease. We will strengthen the ability to apply best practice in north Queensland contexts and improve the ability of health service researchers and consumers to work together for better health care.
http://purl.org/au-research/grants/nhmrc/2043598|Harnessing MAIT cell biology and therapeutics to improve immunotherapy|There is great potential for MAIT cells to overcome current obstacles impeding conventional T cell immunotherapies, where their biology can be exploited to target tumours in a safe, universal manner unrestricted by donor and recipient mismatch. This program combines our ongoing knowledge, data and expertise on MAIT cell biology and therapeutics engineering to generate novel, efficacious MAIT cell therapies to combat cancer.
